YEAR,AVG,HH,HT,KT,LG,LT,NC,OB,SK,SS,WO
2016,0.26474278544542035,0,0,1,0,0,0,0,0,0,0
2016,0.27904191616766466,0,0,1,0,0,0,0,0,0,0
2016,0.28117359413202936,0,0,0,0,0,0,0,0,0,1
2016,0.2902843601895735,0,0,0,0,0,0,0,0,0,1
2016,0.32629107981220656,0,0,0,0,0,0,0,0,0,1
2016,0.29739776951672864,0,0,0,0,0,0,0,0,0,1
2016,0.2764127764127764,0,0,0,0,0,0,0,0,0,1
2016,0.2982248520710059,0,0,0,0,0,0,0,0,0,1
2016,0.3192488262910798,0,0,0,0,0,0,0,0,0,1
2016,0.2777777777777778,0,0,0,0,0,0,0,0,0,1
2016,0.3003533568904594,0,0,0,0,0,0,0,0,0,1
2016,0.31529411764705884,0,0,0,0,0,0,0,0,0,1
2016,0.2792127921279213,0,0,0,0,0,0,0,0,0,1
2016,0.3061465721040189,0,0,0,0,0,0,0,0,0,1
2016,0.3109540636042403,0,0,0,0,0,0,0,0,0,1
2016,0.28867235079171744,0,0,0,0,0,0,0,0,0,1
2016,0.30641330166270786,0,0,0,0,0,0,0,0,0,1
2016,0.3055885850178359,0,0,0,0,0,0,0,0,0,1
2016,0.2770935960591133,0,0,0,0,0,0,0,0,0,1
2016,0.3104265402843602,0,0,0,0,0,0,0,0,0,1
2016,0.3055885850178359,0,0,0,0,0,0,0,0,0,1
2016,0.2737361282367448,0,0,0,0,0,0,0,0,0,1
2016,0.3140495867768595,0,0,0,0,0,0,0,0,0,1
2016,0.3107947805456702,0,0,0,0,0,0,0,0,0,1
2016,0.273955773955774,0,0,0,0,0,0,0,0,0,1
2016,0.3107947805456702,0,0,0,0,0,0,0,0,0,1
2016,0.3156654888103652,0,0,0,0,0,0,0,0,0,1
2016,0.26990049751243783,0,0,0,0,0,0,0,0,0,1
2016,0.3109540636042403,0,0,0,0,0,0,0,0,0,1
2016,0.3124260355029585,0,0,0,0,0,0,0,0,0,1
2016,0.2720588235294117,0,0,0,0,0,0,0,0,0,1
2016,0.3166069295101553,0,0,0,0,0,0,0,0,0,1
2016,0.30969267139479906,0,0,0,0,0,0,0,0,0,1
2016,0.2706027060270603,0,0,0,0,0,0,0,0,0,1
2016,0.3210463733650416,0,0,0,0,0,0,0,0,0,1
2016,0.302491103202847,0,0,0,0,0,0,0,0,0,1
2016,0.2806372549019608,0,0,0,0,0,0,0,0,0,1
2016,0.31666666666666665,0,0,0,0,0,0,0,0,0,1
2016,0.3028503562945368,0,0,0,0,0,0,0,0,0,1
2016,0.28308823529411764,0,0,0,0,0,0,0,0,0,1
2016,0.3154761904761905,0,0,0,0,0,0,0,0,0,1
2016,0.3068720379146919,0,0,0,0,0,0,0,0,0,1
2016,0.2832722832722833,0,0,0,0,0,0,0,0,0,1
2016,0.3214709371293001,0,0,0,0,0,0,0,0,0,1
2016,0.30154946364719903,0,0,0,0,0,0,0,0,0,1
2016,0.28083028083028083,0,0,0,0,0,0,0,0,0,1
2016,0.3171021377672209,0,0,0,0,0,0,0,0,0,1
2016,0.2997601918465228,0,0,0,0,0,0,0,0,0,1
2016,0.2780487804878049,0,0,0,0,0,0,0,0,0,1
2016,0.32066508313539194,0,0,0,0,0,0,0,0,0,1
2016,0.2996389891696751,0,0,0,0,0,0,0,0,0,1
2016,0.2845138055222089,0,0,0,0,0,0,0,0,0,1
2016,0.3205282112845138,0,0,0,0,0,0,0,0,0,1
2016,0.2974607013301088,0,0,0,0,0,0,0,0,0,1
2016,0.2838323353293413,0,0,0,0,0,0,0,0,0,1
2016,0.3201911589008363,0,0,0,0,0,0,0,0,0,1
2016,0.2982885085574572,0,0,0,0,0,0,0,0,0,1
2016,0.29131985731272303,0,0,0,0,0,0,0,0,0,1
2016,0.3141486810551559,0,0,0,0,0,0,0,0,0,1
2016,0.298159509202454,0,0,0,0,0,0,0,0,0,1
2016,0.2963400236127509,0,0,0,0,0,0,0,0,0,1
2016,0.3085234093637455,0,0,0,0,0,0,0,0,0,1
2016,0.2995110024449878,0,0,0,0,0,0,0,0,0,1
2016,0.2848629320619785,0,0,0,0,0,0,0,0,0,1
2016,0.3112980769230769,0,0,0,0,0,0,0,0,0,1
2016,0.30424242424242426,0,0,0,0,0,0,0,0,0,1
2016,0.2857142857142857,0,0,0,0,0,0,0,0,0,1
2016,0.31904761904761897,0,0,0,0,0,0,0,0,0,1
2016,0.29411764705882354,0,0,0,0,0,0,0,0,0,1
2016,0.2936320754716981,0,0,0,0,0,0,0,0,0,1
2016,0.3201911589008363,0,0,0,0,0,0,0,0,0,1
2016,0.2926829268292683,0,0,0,0,0,0,0,0,0,1
2016,0.28944246737841045,0,0,0,0,0,0,0,0,0,1
2016,0.3219339622641509,0,0,0,0,0,0,0,0,0,1
2016,0.2941903584672435,0,0,0,0,0,0,0,0,0,1
2016,0.285024154589372,0,0,0,0,1,0,0,0,0,0
2016,0.2908878504672897,0,0,0,0,1,0,0,0,0,0
2016,0.2852112676056338,0,0,0,0,1,0,0,0,0,0
2016,0.25625,0,0,0,0,1,0,0,0,0,0
2016,0.29191797346200243,0,0,0,0,1,0,0,0,0,0
2016,0.29171528588098017,0,0,0,0,1,0,0,0,0,0
2016,0.2804733727810651,0,0,0,0,1,0,0,0,0,0
2016,0.29696969696969705,0,0,0,0,1,0,0,0,0,0
2016,0.292964244521338,0,0,0,0,1,0,0,0,0,0
2016,0.2826603325415677,0,0,0,0,1,0,0,0,0,0
2016,0.29843561973525873,0,0,0,0,1,0,0,0,0,0
2016,0.29445727482678985,0,0,0,0,1,0,0,0,0,0
2016,0.2848699763593381,0,0,0,0,1,0,0,0,0,0
2016,0.2955367913148372,0,0,0,0,1,0,0,0,0,0
2016,0.2945914844649022,0,0,0,0,1,0,0,0,0,0
2016,0.2823250296559905,0,0,0,0,1,0,0,0,0,0
2016,0.3022700119474313,0,0,0,0,1,0,0,0,0,0
2016,0.2951388888888889,0,0,0,0,1,0,0,0,0,0
2016,0.2825322391559203,0,0,0,0,1,0,0,0,0,0
2016,0.30154946364719903,0,0,0,0,1,0,0,0,0,0
2016,0.30045871559633025,0,0,0,0,1,0,0,0,0,0
2016,0.2729439809296782,0,0,0,0,1,0,0,0,0,0
2016,0.2998805256869773,0,0,0,0,1,0,0,0,0,0
2016,0.2993119266055046,0,0,0,0,1,0,0,0,0,0
2016,0.2732696897374702,0,0,0,0,1,0,0,0,0,0
2016,0.2883211678832117,0,0,0,0,1,0,0,0,0,0
2016,0.3014789533560865,0,0,0,0,1,0,0,0,0,0
2016,0.26913875598086123,0,0,0,0,1,0,0,0,0,0
2016,0.2883211678832117,0,0,0,0,1,0,0,0,0,0
2016,0.3097643097643097,0,0,0,0,1,0,0,0,0,0
2016,0.2585365853658537,0,0,0,0,1,0,0,0,0,0
2016,0.28934624697336564,0,0,0,0,1,0,0,0,0,0
2016,0.3027932960893855,0,0,0,0,1,0,0,0,0,0
2016,0.2570725707257073,0,0,0,0,1,0,0,0,0,0
2016,0.2815884476534296,0,0,0,0,1,0,0,0,0,0
2016,0.3044943820224719,0,0,0,0,1,0,0,0,0,0
2016,0.2540272614622057,0,0,0,0,1,0,0,0,0,0
2016,0.28313253012048195,0,0,0,0,1,0,0,0,0,0
2016,0.3055242390078918,0,0,0,0,1,0,0,0,0,0
2016,0.2527881040892193,0,0,0,0,1,0,0,0,0,0
2016,0.2826086956521739,0,0,0,0,1,0,0,0,0,0
2016,0.3069977426636569,0,0,0,0,1,0,0,0,0,0
2016,0.257985257985258,0,0,0,0,1,0,0,0,0,0
2016,0.2858866103739445,0,0,0,0,1,0,0,0,0,0
2016,0.30385487528344673,0,0,0,0,1,0,0,0,0,0
2016,0.25644171779141106,0,0,0,0,1,0,0,0,0,0
2016,0.2858866103739445,0,0,0,0,1,0,0,0,0,0
2016,0.3089064261555806,0,0,0,0,1,0,0,0,0,0
2016,0.2503113325031133,0,0,0,0,1,0,0,0,0,0
2016,0.285024154589372,0,0,0,0,1,0,0,0,0,0
2016,0.30690826727066817,0,0,0,0,1,0,0,0,0,0
2016,0.2549504950495049,0,0,0,0,1,0,0,0,0,0
2016,0.2860606060606061,0,0,0,0,1,0,0,0,0,0
2016,0.3101903695408735,0,0,0,0,1,0,0,0,0,0
2016,0.2440251572327044,0,0,0,0,1,0,0,0,0,0
2016,0.28292682926829266,0,0,0,0,1,0,0,0,0,0
2016,0.3043968432919955,0,0,0,0,1,0,0,0,0,0
2016,0.25590062111801243,0,0,0,0,1,0,0,0,0,0
2016,0.29136690647482016,0,0,0,0,1,0,0,0,0,0
2016,0.28768699654775604,0,0,0,0,1,0,0,0,0,0
2016,0.256857855361596,0,0,0,0,1,0,0,0,0,0
2016,0.2875894988066825,0,0,0,0,1,0,0,0,0,0
2016,0.2943871706758305,0,0,0,0,1,0,0,0,0,0
2016,0.25875,0,0,0,0,1,0,0,0,0,0
2016,0.28859857482185275,0,0,0,0,1,0,0,0,0,0
2016,0.29411764705882354,0,0,0,0,1,0,0,0,0,0
2016,0.2578222778473092,0,0,0,0,1,0,0,0,0,0
2016,0.28214285714285714,0,0,0,0,1,0,0,0,0,0
2016,0.29398148148148145,0,0,0,0,1,0,0,0,0,0
2016,0.26184538653366585,0,0,0,0,1,0,0,0,0,0
2016,0.28554641598119856,0,0,0,0,1,0,0,0,0,0
2016,0.2897196261682243,0,0,0,0,1,0,0,0,0,0
2016,0.2605985037406484,0,0,0,0,1,0,0,0,0,0
2016,0.30660377358490565,0,0,0,0,0,0,0,0,1,0
2016,0.2772511848341232,0,0,0,0,0,0,0,0,1,0
2016,0.28368794326241137,0,0,0,0,0,0,0,0,1,0
2016,0.3291855203619909,0,0,0,0,0,0,0,0,1,0
2016,0.30424528301886794,0,0,0,0,0,0,0,0,1,0
2016,0.2759433962264151,0,0,0,0,0,0,0,0,1,0
2016,0.28891509433962265,0,0,0,0,0,0,0,0,1,0
2016,0.3029585798816568,0,0,0,0,0,0,0,0,1,0
2016,0.2773207990599295,0,0,0,0,0,0,0,0,1,0
2016,0.2939110070257611,0,0,0,0,0,0,0,0,1,0
2016,0.3135198135198135,0,0,0,0,0,0,0,0,1,0
2016,0.2680047225501771,0,0,0,0,0,0,0,0,1,0
2016,0.2932862190812721,0,0,0,0,0,0,0,0,1,0
2016,0.3119266055045872,0,0,0,0,0,0,0,0,1,0
2016,0.26913875598086123,0,0,0,0,0,0,0,0,1,0
2016,0.3008130081300813,0,0,0,0,0,0,0,0,1,0
2016,0.3168771526980482,0,0,0,0,0,0,0,0,1,0
2016,0.2727272727272727,0,0,0,0,0,0,0,0,1,0
2016,0.2910360884749709,0,0,0,0,0,0,0,0,1,0
2016,0.3159722222222222,0,0,0,0,0,0,0,0,1,0
2016,0.2725090036014406,0,0,0,0,0,0,0,0,1,0
2016,0.2910360884749709,0,0,0,0,0,0,0,0,1,0
2016,0.31002331002331,0,0,0,0,0,0,0,0,1,0
2016,0.27014218009478674,0,0,0,0,0,0,0,0,1,0
2016,0.2943262411347517,0,0,0,0,0,0,0,0,1,0
2016,0.3147502903600465,0,0,0,0,0,0,0,0,1,0
2016,0.2640382317801673,0,0,0,0,0,0,0,0,1,0
2016,0.2982248520710059,0,0,0,0,0,0,0,0,1,0
2016,0.31402085747392816,0,0,0,0,0,0,0,0,1,0
2016,0.26207729468599034,0,0,0,0,0,0,0,0,1,0
2016,0.3041958041958042,0,0,0,0,0,0,0,0,1,0
2016,0.3076023391812865,0,0,0,0,0,0,0,0,1,0
2016,0.2706586826347305,0,0,0,0,0,0,0,0,1,0
2016,0.3011764705882353,0,0,0,0,0,0,0,0,1,0
2016,0.3008225616921269,0,0,0,0,0,0,0,0,1,0
2016,0.27164887307236063,0,0,0,0,0,0,0,0,1,0
2016,0.3111888111888112,0,0,0,0,0,0,0,0,1,0
2016,0.30885780885780884,0,0,0,0,0,0,0,0,1,0
2016,0.25961538461538464,0,0,0,0,0,0,0,0,1,0
2016,0.3202764976958525,0,0,0,0,0,0,0,0,1,0
2016,0.3048065650644783,0,0,0,0,0,0,0,0,1,0
2016,0.2593486127864897,0,0,0,0,0,0,0,0,1,0
2016,0.3242009132420091,0,0,0,0,0,0,0,0,1,0
2016,0.3,0,0,0,0,0,0,0,0,1,0
2016,0.2605548854041013,0,0,0,0,0,0,0,0,1,0
2016,0.31922196796338675,0,0,0,0,0,0,0,0,1,0
2016,0.2943262411347517,0,0,0,0,0,0,0,0,1,0
2016,0.26435406698564595,0,0,0,0,0,0,0,0,1,0
2016,0.3214695752009185,0,0,0,0,0,0,0,0,1,0
2016,0.2855436081242533,0,0,0,0,0,0,0,0,1,0
2016,0.273696682464455,0,0,0,0,0,0,0,0,1,0
2016,0.31257208765859285,0,0,0,0,0,0,0,0,1,0
2016,0.2833333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.27110582639714625,0,0,0,0,0,0,0,0,1,0
2016,0.3145161290322581,0,0,0,0,0,0,0,0,1,0
2016,0.2819593787335723,0,0,0,0,0,0,0,0,1,0
2016,0.2740213523131673,0,0,0,0,0,0,0,0,1,0
2016,0.32151029748283755,0,0,0,0,0,0,0,0,1,0
2016,0.2863905325443787,0,0,0,0,0,0,0,0,1,0
2016,0.275,0,0,0,0,0,0,0,0,1,0
2016,0.3226544622425629,0,0,0,0,0,0,0,0,1,0
2016,0.2841981132075472,0,0,0,0,0,0,0,0,1,0
2016,0.2785714285714286,0,0,0,0,0,0,0,0,1,0
2016,0.32272727272727275,0,0,0,0,0,0,0,0,1,0
2016,0.2875586854460094,0,0,0,0,0,0,0,0,1,0
2016,0.2818396226415094,0,0,0,0,0,0,0,0,1,0
2016,0.3230240549828179,0,0,0,0,0,0,0,0,1,0
2016,0.2852112676056338,0,0,0,0,0,0,0,0,1,0
2016,0.2822014051522248,0,0,0,0,0,0,0,0,1,0
2016,0.32685714285714285,0,0,0,0,0,0,0,0,1,0
2016,0.28169014084507044,0,0,0,0,0,0,0,0,1,0
2016,0.2794811320754717,0,0,0,0,0,0,0,0,1,0
2016,0.32685714285714285,0,0,0,0,0,0,0,0,1,0
2016,0.3344827586206897,0,0,0,0,0,0,1,0,0,0
2016,0.2857142857142857,0,0,0,0,0,0,1,0,0,0
2016,0.28588516746411485,0,0,0,0,0,0,1,0,0,0
2016,0.2979737783075089,0,0,0,0,0,0,1,0,0,0
2016,0.33295063145809417,0,0,0,0,0,0,1,0,0,0
2016,0.2846975088967972,0,0,0,0,0,0,1,0,0,0
2016,0.2882775119617225,0,0,0,0,0,0,1,0,0,0
2016,0.3231850117096019,0,0,0,0,0,0,1,0,0,0
2016,0.2870699881376038,0,0,0,0,0,0,1,0,0,0
2016,0.2894117647058824,0,0,0,0,0,0,1,0,0,0
2016,0.3122765196662693,0,0,0,0,0,0,1,0,0,0
2016,0.29349112426035495,0,0,0,0,0,0,1,0,0,0
2016,0.2850412249705536,0,0,0,0,0,0,1,0,0,0
2016,0.3174224343675417,0,0,0,0,0,0,1,0,0,0
2016,0.29191090269636577,0,0,0,0,0,0,1,0,0,0
2016,0.2809523809523809,0,0,0,0,0,0,1,0,0,0
2016,0.3206197854588796,0,0,0,0,0,0,1,0,0,0
2016,0.2937720329024677,0,0,0,0,0,0,1,0,0,0
2016,0.28487690504103164,0,0,0,0,0,0,1,0,0,0
2016,0.3147699757869249,0,0,0,0,0,0,1,0,0,0
2016,0.2930832356389215,0,0,0,0,0,0,1,0,0,0
2016,0.2887323943661972,0,0,0,0,0,0,1,0,0,0
2016,0.3128760529482551,0,0,0,0,0,0,1,0,0,0
2016,0.29043683589138136,0,0,0,0,0,0,1,0,0,0
2016,0.2865566037735849,0,0,0,0,0,0,1,0,0,0
2016,0.3088057901085645,0,0,0,0,0,0,1,0,0,0
2016,0.29127358490566035,0,0,0,0,0,0,1,0,0,0
2016,0.2888888888888889,0,0,0,0,0,0,1,0,0,0
2016,0.30926594464500606,0,0,0,0,0,0,1,0,0,0
2016,0.2932862190812721,0,0,0,0,0,0,1,0,0,0
2016,0.28672150411280845,0,0,0,0,0,0,1,0,0,0
2016,0.30170316301703165,0,0,0,0,0,0,1,0,0,0
2016,0.2917647058823529,0,0,0,0,0,0,1,0,0,0
2016,0.291421856639248,0,0,0,0,0,0,1,0,0,0
2016,0.29310344827586204,0,0,0,0,0,0,1,0,0,0
2016,0.29107981220657275,0,0,0,0,0,0,1,0,0,0
2016,0.2932862190812721,0,0,0,0,0,0,1,0,0,0
2016,0.29304029304029305,0,0,0,0,0,0,1,0,0,0
2016,0.28896882494004794,0,0,0,0,0,0,1,0,0,0
2016,0.29826589595375724,0,0,0,0,0,0,1,0,0,0
2016,0.2933333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.2853717026378897,0,0,0,0,0,0,1,0,0,0
2016,0.3005780346820809,0,0,0,0,0,0,1,0,0,0
2016,0.28797083839611176,0,0,0,0,0,0,1,0,0,0
2016,0.28331332533013204,0,0,0,0,0,0,1,0,0,0
2016,0.3032407407407408,0,0,0,0,0,0,1,0,0,0
2016,0.29156626506024097,0,0,0,0,0,0,1,0,0,0
2016,0.2845138055222089,0,0,0,0,0,0,1,0,0,0
2016,0.2988372093023256,0,0,0,0,0,0,1,0,0,0
2016,0.28258221680876977,0,0,0,0,0,0,1,0,0,0
2016,0.2870928829915561,0,0,0,0,0,0,1,0,0,0
2016,0.30278422273781896,0,0,0,0,0,0,1,0,0,0
2016,0.2813641900121803,0,0,0,0,0,0,1,0,0,0
2016,0.28674698795180725,0,0,0,0,0,0,1,0,0,0
2016,0.3004640371229698,0,0,0,0,0,0,1,0,0,0
2016,0.2775061124694376,0,0,0,0,0,0,1,0,0,0
2016,0.2903614457831325,0,0,0,0,0,0,1,0,0,0
2016,0.29826589595375724,0,0,0,0,0,0,1,0,0,0
2016,0.2832929782082325,0,0,0,0,0,0,1,0,0,0
2016,0.282950423216445,0,0,0,0,0,0,1,0,0,0
2016,0.30414746543778803,0,0,0,0,0,0,1,0,0,0
2016,0.2836538461538461,0,0,0,0,0,0,1,0,0,0
2016,0.27439024390243905,0,0,0,0,0,0,1,0,0,0
2016,0.3127147766323024,0,0,0,0,0,0,1,0,0,0
2016,0.2822966507177033,0,0,0,0,0,0,1,0,0,0
2016,0.27744270205066346,0,0,0,0,0,0,1,0,0,0
2016,0.3076923076923077,0,0,0,0,0,0,1,0,0,0
2016,0.2797619047619048,0,0,0,0,0,0,1,0,0,0
2016,0.2826347305389221,0,0,0,0,0,0,1,0,0,0
2016,0.3028169014084507,0,0,0,0,0,0,1,0,0,0
2016,0.2809917355371901,0,0,0,0,0,0,1,0,0,0
2016,0.28622754491017965,0,0,0,0,0,0,1,0,0,0
2016,0.3018867924528302,0,0,0,0,0,0,1,0,0,0
2017,0.2766749379652605,0,0,0,1,0,0,0,0,0,0
2017,0.3022432113341204,0,0,0,1,0,0,0,0,0,0
2017,0.3007246376811594,0,0,0,1,0,0,0,0,0,0
2017,0.2512254901960784,0,0,0,1,0,0,0,0,0,0
2017,0.275990099009901,0,0,0,1,0,0,0,0,0,0
2017,0.308584686774942,0,0,0,1,0,0,0,0,0,0
2017,0.2962056303549572,0,0,0,1,0,0,0,0,0,0
2017,0.2780548628428928,0,0,0,1,0,0,0,0,0,0
2017,0.3033448673587082,0,0,0,1,0,0,0,0,0,0
2017,0.29259259259259257,0,0,0,1,0,0,0,0,0,0
2017,0.28287841191067,0,0,0,1,0,0,0,0,0,0
2017,0.29965556831228474,0,0,0,1,0,0,0,0,0,0
2017,0.2919254658385093,0,0,0,1,0,0,0,0,0,0
2017,0.2710163111668758,0,0,0,1,0,0,0,0,0,0
2017,0.3055555555555556,0,0,0,1,0,0,0,0,0,0
2017,0.2921760391198044,0,0,0,1,0,0,0,0,0,0
2017,0.26875,0,0,0,1,0,0,0,0,0,0
2017,0.3107019562715765,0,0,0,1,0,0,0,0,0,0
2017,0.2915129151291513,0,0,0,1,0,0,0,0,0,0
2017,0.2734082397003745,0,0,0,1,0,0,0,0,0,0
2017,0.3117782909930716,0,0,0,1,0,0,0,0,0,0
2017,0.2907975460122699,0,0,0,1,0,0,0,0,0,0
2017,0.2781211372064277,0,0,0,1,0,0,0,0,0,0
2017,0.30941176470588233,0,0,0,1,0,0,0,0,0,0
2017,0.2924757281553398,0,0,0,1,0,0,0,0,0,0
2017,0.2715894868585732,0,0,0,1,0,0,0,0,0,0
2017,0.3055229142185664,0,0,0,1,0,0,0,0,0,0
2017,0.30288461538461536,0,0,0,1,0,0,0,0,0,0
2017,0.26429479034307496,0,0,0,1,0,0,0,0,0,0
2017,0.3116279069767442,0,0,0,1,0,0,0,0,0,0
2017,0.2962515114873035,0,0,0,1,0,0,0,0,0,0
2017,0.2626903553299492,0,0,0,1,0,0,0,0,0,0
2017,0.31828703703703703,0,0,0,1,0,0,0,0,0,0
2017,0.28728606356968217,0,0,0,1,0,0,0,0,0,0
2017,0.2727272727272727,0,0,0,1,0,0,0,0,0,0
2017,0.30957943925233644,0,0,0,1,0,0,0,0,0,0
2017,0.2860606060606061,0,0,0,1,0,0,0,0,0,0
2017,0.2763819095477387,0,0,0,1,0,0,0,0,0,0
2017,0.30679156908665106,0,0,0,1,0,0,0,0,0,0
2017,0.2886473429951691,0,0,0,1,0,0,0,0,0,0
2017,0.2760351317440401,0,0,0,1,0,0,0,0,0,0
2017,0.3124274099883856,0,0,0,1,0,0,0,0,0,0
2017,0.2803398058252427,0,0,0,1,0,0,0,0,0,0
2017,0.2857142857142857,0,0,0,1,0,0,0,0,0,0
2017,0.31010452961672474,0,0,0,1,0,0,0,0,0,0
2017,0.28151774785801714,0,0,0,1,0,0,0,0,0,0
2017,0.291358024691358,0,0,0,1,0,0,0,0,0,0
2017,0.3048065650644783,0,0,0,1,0,0,0,0,0,0
2017,0.2773006134969325,0,0,0,1,0,0,0,0,0,0
2017,0.2850061957868649,0,0,0,1,0,0,0,0,0,0
2017,0.3015312131919905,0,0,0,1,0,0,0,0,0,0
2017,0.2778457772337821,0,0,0,1,0,0,0,0,0,0
2017,0.2928921568627451,0,0,0,1,0,0,0,0,0,0
2017,0.2915173237753883,0,0,0,1,0,0,0,0,0,0
2017,0.28363636363636363,0,0,0,1,0,0,0,0,0,0
2017,0.2974296205630355,0,0,0,1,0,0,0,0,0,0
2017,0.28894173602853745,0,0,0,1,0,0,0,0,0,0
2017,0.27923627684964203,0,0,0,1,0,0,0,0,0,0
2017,0.2967032967032967,0,0,0,1,0,0,0,0,0,0
2017,0.28468899521531105,0,0,0,1,0,0,0,0,0,0
2017,0.28199052132701424,0,0,0,1,0,0,0,0,0,0
2017,0.2980535279805353,0,0,0,1,0,0,0,0,0,0
2017,0.2943262411347517,0,0,0,1,0,0,0,0,0,0
2017,0.2737094837935174,0,0,0,1,0,0,0,0,0,0
2017,0.2954822954822955,0,0,0,1,0,0,0,0,0,0
2017,0.29537366548042704,0,0,0,1,0,0,0,0,0,0
2017,0.2698795180722892,0,0,0,1,0,0,0,0,0,0
2017,0.3006060606060606,0,0,0,1,0,0,0,0,0,0
2017,0.2972651605231867,0,0,0,1,0,0,0,0,0,0
2017,0.2644927536231884,0,0,0,1,0,0,0,0,0,0
2017,0.3020457280385078,0,0,0,1,0,0,0,0,0,0
2017,0.29739336492890994,0,0,0,1,0,0,0,0,0,0
2017,0.2600732600732601,0,0,0,1,0,0,0,0,0,0
2017,0.29058823529411765,1,0,0,0,0,0,0,0,0,0
2017,0.29940828402366865,1,0,0,0,0,0,0,0,0,0
2017,0.3,1,0,0,0,0,0,0,0,0,0
2017,0.2914634146341463,1,0,0,0,0,0,0,0,0,0
2017,0.2927400468384075,1,0,0,0,0,0,0,0,0,0
2017,0.30071599045346065,1,0,0,0,0,0,0,0,0,0
2017,0.2991556091676719,1,0,0,0,0,0,0,0,0,0
2017,0.29411764705882354,1,0,0,0,0,0,0,0,0,0
2017,0.2982248520710059,1,0,0,0,0,0,0,0,0,0
2017,0.2984165651644336,1,0,0,0,0,0,0,0,0,0
2017,0.28978622327790976,1,0,0,0,0,0,0,0,0,0
2017,0.3017751479289941,1,0,0,0,0,0,0,0,0,0
2017,0.2902439024390244,1,0,0,0,0,0,0,0,0,0
2017,0.2903225806451613,1,0,0,0,0,0,0,0,0,0
2017,0.3069657615112161,1,0,0,0,0,0,0,0,0,0
2017,0.2890243902439024,1,0,0,0,0,0,0,0,0,0
2017,0.2928571428571429,1,0,0,0,0,0,0,0,0,0
2017,0.3072360616844603,1,0,0,0,0,0,0,0,0,0
2017,0.2857142857142857,1,0,0,0,0,0,0,0,0,0
2017,0.28468899521531105,1,0,0,0,0,0,0,0,0,0
2017,0.3060498220640569,1,0,0,0,0,0,0,0,0,0
2017,0.28343558282208586,1,0,0,0,0,0,0,0,0,0
2017,0.27751196172248804,1,0,0,0,0,0,0,0,0,0
2017,0.31005917159763313,1,0,0,0,0,0,0,0,0,0
2017,0.291970802919708,1,0,0,0,0,0,0,0,0,0
2017,0.2783751493428913,1,0,0,0,0,0,0,0,0,0
2017,0.3172737955346651,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.2845238095238095,1,0,0,0,0,0,0,0,0,0
2017,0.3161592505854801,1,0,0,0,0,0,0,0,0,0
2017,0.29044117647058826,1,0,0,0,0,0,0,0,0,0
2017,0.28705882352941176,1,0,0,0,0,0,0,0,0,0
2017,0.3154761904761905,1,0,0,0,0,0,0,0,0,0
2017,0.2898550724637681,1,0,0,0,0,0,0,0,0,0
2017,0.2907801418439716,1,0,0,0,0,0,0,0,0,0
2017,0.3113207547169811,1,0,0,0,0,0,0,0,0,0
2017,0.29476248477466505,1,0,0,0,0,0,0,0,0,0
2017,0.2869047619047619,1,0,0,0,0,0,0,0,0,0
2017,0.3133097762073027,1,0,0,0,0,0,0,0,0,0
2017,0.2905982905982906,1,0,0,0,0,0,0,0,0,0
2017,0.2939787485242031,1,0,0,0,0,0,0,0,0,0
2017,0.3063170441001192,1,0,0,0,0,0,0,0,0,0
2017,0.2992788461538461,1,0,0,0,0,0,0,0,0,0
2017,0.2952941176470588,1,0,0,0,0,0,0,0,0,0
2017,0.3091557669441142,1,0,0,0,0,0,0,0,0,0
2017,0.29696969696969705,1,0,0,0,0,0,0,0,0,0
2017,0.2926540284360189,1,0,0,0,0,0,0,0,0,0
2017,0.3128689492325856,1,0,0,0,0,0,0,0,0,0
2017,0.2944038929440389,1,0,0,0,0,0,0,0,0,0
2017,0.3023529411764706,1,0,0,0,0,0,0,0,0,0
2017,0.3023809523809524,1,0,0,0,0,0,0,0,0,0
2017,0.2935444579780755,1,0,0,0,0,0,0,0,0,0
2017,0.3049065420560748,1,0,0,0,0,0,0,0,0,0
2017,0.30023923444976075,1,0,0,0,0,0,0,0,0,0
2017,0.29347826086956524,1,0,0,0,0,0,0,0,0,0
2017,0.30885780885780884,1,0,0,0,0,0,0,0,0,0
2017,0.29347826086956524,1,0,0,0,0,0,0,0,0,0
2017,0.2945454545454545,1,0,0,0,0,0,0,0,0,0
2017,0.3055229142185664,1,0,0,0,0,0,0,0,0,0
2017,0.2965186074429772,1,0,0,0,0,0,0,0,0,0
2017,0.2869352869352869,1,0,0,0,0,0,0,0,0,0
2017,0.2980997624703088,1,0,0,0,0,0,0,0,0,0
2017,0.30154946364719903,1,0,0,0,0,0,0,0,0,0
2017,0.28044280442804426,1,0,0,0,0,0,0,0,0,0
2017,0.305978898007034,1,0,0,0,0,0,0,0,0,0
2017,0.3004807692307692,1,0,0,0,0,0,0,0,0,0
2017,0.28378378378378377,1,0,0,0,0,0,0,0,0,0
2017,0.3063380281690141,1,0,0,0,0,0,0,0,0,0
2017,0.30492196878751504,1,0,0,0,0,0,0,0,0,0
2017,0.2839657282741738,1,0,0,0,0,0,0,0,0,0
