G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,HOLD,BF,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,R,ER,P_WHIP_RT,INN2,WLS,SB,CS,SH,SF,GD,WP,BK,ERR
20200806SSOB0,20200806,SS,OB,0,T,0.0,0.0,140.0,36.0,31.0,7.0,1.0,1.0,0.0,4.0,0.0,0.0,7.0,5.0,5.0,1.8,24.0,L,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20200807LGWO0,20200807,WO,LG,0,B,0.0,0.0,158.0,39.0,36.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,10.0,5.0,5.0,0.75,27.0,L,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200807LGWO0,20200807,LG,WO,0,T,0.0,1.0,140.0,38.0,32.0,6.0,2.0,0.0,0.0,4.0,0.0,1.0,8.0,2.0,2.0,0.6,27.0,W,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
20200807LTOB0,20200807,OB,LT,0,B,0.0,1.0,194.0,49.0,39.0,12.0,2.0,0.0,2.0,8.0,0.0,1.0,6.0,8.0,5.0,1.4,27.0,L,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
20200807LTOB0,20200807,LT,OB,0,T,0.0,1.0,117.0,38.0,35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,0.86,27.0,W,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
20200807SSSK0,20200807,SK,SS,0,B,0.0,0.0,147.0,36.0,29.0,6.0,1.0,0.0,1.0,4.0,0.0,2.0,7.0,2.0,2.0,1.5,27.0,L,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
20200807SSSK0,20200807,SS,SK,0,T,0.0,1.0,142.0,34.0,32.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,27.0,W,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200808LGWO0,20200808,WO,LG,0,B,0.0,0.0,128.0,35.0,32.0,8.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,2.25,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200808LGWO0,20200808,LG,WO,0,T,0.0,0.0,132.0,35.0,32.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,5.0,5.0,1.5,24.0,L,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200808LTOB0,20200808,OB,LT,0,B,1.0,0.0,88.0,24.0,22.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.75,18.0,D,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200808LTOB0,20200808,LT,OB,0,T,1.0,0.0,52.0,16.0,16.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,15.0,D,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200808NCHT0,20200808,HT,NC,0,B,0.0,1.0,160.0,40.0,31.0,6.0,1.0,2.0,0.0,7.0,0.0,2.0,6.0,2.0,2.0,2.4,27.0,W,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20200808NCHT0,20200808,NC,HT,0,T,0.0,0.0,122.0,28.0,28.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,3.0,3.0,24.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200808SSSK0,20200808,SK,SS,0,B,1.0,0.0,66.0,19.0,17.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,15.0,W,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20200808SSSK0,20200808,SS,SK,0,T,1.0,0.0,80.0,22.0,19.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,0.6,15.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200809KTHH0,20200809,HH,KT,0,B,0.0,0.0,181.0,42.0,37.0,12.0,5.0,0.0,1.0,5.0,0.0,0.0,9.0,6.0,6.0,2.33,27.0,L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200809KTHH0,20200809,KT,HH,0,T,0.0,3.0,170.0,38.0,34.0,8.0,1.0,0.0,1.0,3.0,0.0,0.0,12.0,3.0,2.0,0.9,27.0,W,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
20200809LGWO0,20200809,WO,LG,0,B,0.0,2.0,116.0,31.0,30.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200809LGWO0,20200809,LG,WO,0,T,0.0,0.0,130.0,34.0,28.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,2.0,1.0,0.3,24.0,L,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
20200809NCHT0,20200809,HT,NC,0,B,0.0,0.0,205.0,45.0,39.0,14.0,2.0,1.0,1.0,5.0,0.0,1.0,8.0,8.0,8.0,1.5,27.0,L,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200809NCHT0,20200809,NC,HT,0,T,0.0,0.0,179.0,41.0,32.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,1.0,1.0,1.0,27.0,W,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200811HHWO0,20200811,WO,HH,0,B,0.0,0.0,215.0,55.0,44.0,10.0,1.0,0.0,1.0,6.0,1.0,2.0,10.0,7.0,5.0,1.64,36.0,L,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
20200811HHWO0,20200811,HH,WO,0,T,0.0,1.0,235.0,56.0,45.0,12.0,1.0,0.0,1.0,7.0,0.0,1.0,13.0,5.0,4.0,2.1,36.0,W,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
20200811HTLG0,20200811,LG,HT,0,B,0.0,0.0,172.0,43.0,35.0,11.0,3.0,0.0,0.0,6.0,0.0,1.0,3.0,8.0,8.0,3.5,27.0,L,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20200811HTLG0,20200811,HT,LG,0,T,0.0,0.0,157.0,37.0,36.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,11.0,4.0,4.0,2.0,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200811OBSS0,20200811,SS,OB,0,B,0.0,0.0,172.0,39.0,33.0,9.0,1.0,0.0,1.0,6.0,0.0,0.0,4.0,6.0,6.0,1.25,27.0,L,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
20200811OBSS0,20200811,OB,SS,0,T,0.0,2.0,151.0,36.0,34.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200811SKKT0,20200811,KT,SK,0,B,0.0,1.0,139.0,34.0,30.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,27.0,W,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200811SKKT0,20200811,SK,KT,0,T,0.0,0.0,170.0,38.0,31.0,11.0,2.0,0.0,1.0,6.0,0.0,0.0,8.0,6.0,6.0,1.33,24.0,L,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
20200812HHWO0,20200812,WO,HH,0,B,0.0,0.0,163.0,38.0,34.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0,8.0,2.0,2.0,1.5,30.0,W,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200812HHWO0,20200812,HH,WO,0,T,0.0,0.0,153.0,39.0,30.0,9.0,2.0,0.0,1.0,6.0,0.0,1.0,3.0,3.0,3.0,0.43,28.0,L,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
20200812HTLG0,20200812,LG,HT,0,B,0.0,0.0,166.0,35.0,29.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,14.0,0.0,0.0,0.0,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20200812HTLG0,20200812,HT,LG,0,T,0.0,0.0,140.0,37.0,34.0,12.0,5.0,0.0,0.0,3.0,0.0,0.0,9.0,8.0,8.0,4.29,24.0,L,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
20200812NCLT0,20200812,LT,NC,0,B,0.0,0.0,157.0,41.0,35.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,8.0,4.0,4.0,1.71,27.0,W,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20200812NCLT0,20200812,NC,LT,0,T,0.0,0.0,148.0,41.0,33.0,13.0,3.0,0.0,1.0,4.0,0.0,2.0,4.0,8.0,8.0,1.07,24.0,L,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
20200812OBSS0,20200812,SS,OB,0,B,0.0,0.0,166.0,50.0,45.0,24.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,15.0,15.0,2.0,27.0,L,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
20200812OBSS0,20200812,OB,SS,0,T,0.0,0.0,169.0,43.0,42.0,16.0,4.0,0.0,2.0,1.0,0.0,0.0,6.0,8.0,8.0,1.67,27.0,W,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
20200812SKKT0,20200812,KT,SK,0,B,0.0,0.0,177.0,46.0,36.0,12.0,3.0,0.0,1.0,9.0,0.0,1.0,5.0,11.0,11.0,2.73,27.0,L,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200812SKKT0,20200812,SK,KT,0,T,0.0,2.0,147.0,30.0,27.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,27.0,W,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200813HHWO0,20200813,WO,HH,0,B,0.0,2.0,157.0,39.0,32.0,9.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,3.0,3.0,1.13,27.0,W,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
20200813HHWO0,20200813,HH,WO,0,T,0.0,0.0,125.0,36.0,31.0,11.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,6.0,6.0,1.5,24.0,L,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
20200813HTLG0,20200813,LG,HT,0,B,0.0,1.0,124.0,33.0,32.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,0.75,27.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200813HTLG0,20200813,HT,LG,0,T,0.0,0.0,127.0,35.0,29.0,8.0,1.0,0.0,2.0,4.0,0.0,1.0,6.0,4.0,4.0,0.86,24.0,L,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20200813NCLT0,20200813,LT,NC,0,B,0.0,0.0,178.0,43.0,39.0,14.0,1.0,0.0,1.0,3.0,0.0,1.0,7.0,9.0,9.0,1.67,27.0,L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200813NCLT0,20200813,NC,LT,0,T,0.0,0.0,120.0,33.0,33.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200813OBSS0,20200813,SS,OB,0,B,0.0,3.0,164.0,39.0,28.0,4.0,0.0,0.0,1.0,9.0,0.0,0.0,11.0,2.0,2.0,2.4,27.0,W,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
20200813OBSS0,20200813,OB,SS,0,T,0.0,0.0,148.0,38.0,33.0,9.0,1.0,0.0,2.0,4.0,0.0,1.0,5.0,3.0,3.0,1.29,24.0,L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200813SKKT0,20200813,KT,SK,0,B,0.0,0.0,154.0,47.0,41.0,16.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,10.0,9.0,1.39,27.0,L,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
20200813SKKT0,20200813,SK,KT,0,T,0.0,0.0,195.0,48.0,36.0,10.0,2.0,0.0,1.0,11.0,0.0,0.0,17.0,6.0,6.0,1.62,27.0,W,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
20200814KTOB0,20200814,OB,KT,0,B,0.0,0.0,194.0,49.0,47.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,4.0,0.6,36.0,L,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20200814KTOB0,20200814,KT,OB,0,T,0.0,2.0,213.0,53.0,45.0,10.0,0.0,0.0,2.0,8.0,2.0,0.0,9.0,3.0,3.0,0.75,36.0,W,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020814LGNC0,20200814,NC,LG,0,B,0.0,0.0,206.0,49.0,43.0,18.0,2.0,1.0,4.0,5.0,0.0,0.0,6.0,10.0,10.0,1.5,27.0,L,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2020814LGNC0,20200814,LG,NC,0,T,0.0,0.0,151.0,40.0,36.0,8.0,3.0,0.0,0.0,3.0,0.0,1.0,13.0,4.0,4.0,2.4,27.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200814SKHT0,20200814,HT,SK,0,B,0.0,0.0,167.0,43.0,31.0,12.0,1.0,0.0,0.0,8.0,0.0,1.0,6.0,6.0,6.0,1.31,27.0,W,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
20200814SKHT0,20200814,SK,HT,0,T,0.0,2.0,151.0,40.0,31.0,7.0,2.0,0.0,1.0,8.0,0.0,1.0,3.0,7.0,7.0,3.6,25.0,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200814SSHH0,20200814,HH,SS,0,B,0.0,0.0,186.0,44.0,41.0,15.0,4.0,0.0,1.0,3.0,0.0,0.0,6.0,10.0,10.0,2.0,27.0,L,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200814SSHH0,20200814,SS,HH,0,T,0.0,0.0,144.0,33.0,30.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0,1.0,1.0,0.75,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200814WOLT0,20200814,LT,WO,0,B,0.0,2.0,141.0,35.0,32.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.43,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20200814WOLT0,20200814,WO,LT,0,T,0.0,0.0,122.0,38.0,31.0,11.0,2.0,0.0,0.0,5.0,1.0,0.0,6.0,5.0,5.0,1.64,24.0,L,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20200815KTOB0,20200815,OB,KT,0,B,0.0,1.0,171.0,41.0,34.0,7.0,2.0,1.0,1.0,6.0,0.0,1.0,8.0,5.0,4.0,0.92,27.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20200815KTOB0,20200815,KT,OB,0,T,0.0,2.0,145.0,41.0,38.0,13.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,7.0,4.0,1.36,26.0,L,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200815LGNC0,20200815,NC,LG,0,B,0.0,0.0,177.0,45.0,40.0,15.0,4.0,0.0,2.0,3.0,0.0,1.0,9.0,13.0,13.0,1.91,27.0,L,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
20200815LGNC0,20200815,LG,NC,0,T,0.0,0.0,149.0,38.0,34.0,10.0,0.0,0.0,2.0,2.0,0.0,1.0,13.0,4.0,4.0,0.38,27.0,W,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
20200815SKHT0,20200815,HT,SK,0,B,0.0,0.0,137.0,36.0,33.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,2.4,27.0,W,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
20200815SKHT0,20200815,SK,HT,0,T,0.0,0.0,142.0,44.0,41.0,17.0,2.0,1.0,1.0,3.0,0.0,0.0,5.0,10.0,10.0,3.43,24.0,L,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200815SSHH0,20200815,HH,SS,0,B,0.0,0.0,153.0,34.0,29.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,2.0,2.0,0.0,27.0,L,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20200815SSHH0,20200815,SS,HH,0,T,0.0,0.0,155.0,35.0,30.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,27.0,W,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
20200815WOLT0,20200815,LT,WO,0,B,0.0,0.0,128.0,36.0,34.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,3.0,1.71,27.0,L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200815WOLT0,20200815,WO,LT,0,T,0.0,1.0,121.0,36.0,35.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200816KTOB0,20200816,OB,KT,0,B,0.0,0.0,157.0,41.0,35.0,11.0,5.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,2.0,0.9,27.0,L,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
20200816KTOB0,20200816,KT,OB,0,T,0.0,2.0,140.0,35.0,28.0,3.0,1.0,0.0,0.0,6.0,0.0,1.0,6.0,1.0,1.0,0.3,27.0,W,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200816LGNC0,20200816,NC,LG,0,B,0.0,0.0,163.0,41.0,32.0,7.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0,6.0,3.0,2.0,27.0,L,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
20200816LGNC0,20200816,LG,NC,0,T,0.0,1.0,149.0,37.0,34.0,9.0,5.0,0.0,0.0,2.0,0.0,1.0,6.0,5.0,5.0,1.71,27.0,W,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
20200816SKHT0,20200816,HT,SK,0,B,0.0,2.0,179.0,41.0,34.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,13.0,5.0,5.0,1.88,27.0,W,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200816SKHT0,20200816,SK,HT,0,T,0.0,0.0,167.0,41.0,38.0,15.0,2.0,0.0,1.0,3.0,0.0,0.0,10.0,8.0,8.0,3.0,24.0,L,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
20200816SSHH0,20200816,HH,SS,0,B,0.0,2.0,134.0,34.0,32.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,9.0,2.0,2.0,0.0,27.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200816SSHH0,20200816,SS,HH,0,T,0.0,0.0,109.0,31.0,26.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,3.0,2.0,24.0,L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200816WOLT0,20200816,LT,WO,0,B,0.0,0.0,155.0,41.0,35.0,9.0,5.0,0.0,1.0,2.0,0.0,3.0,4.0,6.0,6.0,1.36,27.0,L,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20200816WOLT0,20200816,WO,LT,0,T,0.0,3.0,125.0,36.0,30.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,3.0,3.0,1.33,27.0,W,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
20200818HHSK0,20200818,SK,HH,0,B,0.0,0.0,181.0,43.0,32.0,6.0,2.0,0.0,0.0,7.0,0.0,4.0,16.0,3.0,3.0,1.39,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200818HHSK0,20200818,HH,SK,0,T,0.0,0.0,146.0,40.0,31.0,8.0,2.0,0.0,2.0,5.0,0.0,2.0,4.0,9.0,4.0,1.88,24.0,L,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
20200818HTLG0,20200818,LG,HT,0,B,0.0,0.0,178.0,46.0,40.0,11.0,2.0,0.0,0.0,5.0,0.0,0.0,8.0,5.0,5.0,2.5,30.0,W,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20200818HTLG0,20200818,HT,LG,0,T,0.0,3.0,170.0,40.0,37.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,13.0,6.0,5.0,1.0,28.0,L,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
20200818KTSS0,20200818,SS,KT,0,B,0.0,1.0,177.0,42.0,33.0,9.0,1.0,0.0,1.0,8.0,0.0,0.0,7.0,6.0,5.0,1.5,27.0,L,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
20200818KTSS0,20200818,KT,SS,0,T,0.0,0.0,138.0,37.0,32.0,6.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,3.0,2.0,0.75,27.0,W,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200818OBLT0,20200818,LT,OB,0,B,0.0,0.0,200.0,50.0,43.0,16.0,2.0,0.0,0.0,3.0,0.0,2.0,10.0,9.0,8.0,1.15,27.0,L,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
20200818OBLT0,20200818,OB,LT,0,T,0.0,0.0,145.0,36.0,34.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,2.0,2.0,0.43,27.0,W,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20200818WONC0,20200818,NC,WO,0,B,0.0,0.0,136.0,35.0,34.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.5,27.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200818WONC0,20200818,WO,NC,0,T,0.0,0.0,124.0,32.0,27.0,7.0,3.0,0.0,1.0,2.0,0.0,1.0,4.0,5.0,5.0,3.0,24.0,L,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
20200819HHSK0,20200819,SK,HH,0,B,0.0,0.0,171.0,43.0,40.0,12.0,2.0,0.0,2.0,3.0,0.0,0.0,8.0,6.0,4.0,0.75,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200819HHSK0,20200819,HH,SK,0,T,0.0,0.0,210.0,57.0,46.0,22.0,4.0,0.0,6.0,10.0,0.0,1.0,4.0,26.0,22.0,4.5,24.0,L,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20200819HTLG0,20200819,LG,HT,0,B,0.0,0.0,152.0,36.0,34.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,0.6,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200819HTLG0,20200819,HT,LG,0,T,0.0,0.0,195.0,45.0,34.0,12.0,2.0,2.0,1.0,9.0,0.0,1.0,3.0,10.0,9.0,2.4,24.0,L,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
20200819KTSS0,20200819,SS,KT,0,B,0.0,0.0,165.0,37.0,31.0,6.0,1.0,0.0,1.0,4.0,0.0,1.0,8.0,6.0,6.0,2.0,27.0,L,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
20200819KTSS0,20200819,KT,SS,0,T,0.0,1.0,122.0,38.0,34.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,4.0,4.0,1.5,27.0,W,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0
20200819OBLT0,20200819,LT,OB,0,B,0.0,0.0,137.0,33.0,28.0,6.0,0.0,0.0,1.0,4.0,0.0,1.0,6.0,3.0,3.0,0.43,27.0,W,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
20200819OBLT0,20200819,OB,LT,0,T,0.0,0.0,113.0,35.0,31.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,6.0,1.67,24.0,L,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
20200819WONC0,20200819,NC,WO,0,B,0.0,0.0,152.0,40.0,35.0,8.0,3.0,0.0,1.0,3.0,0.0,2.0,5.0,6.0,5.0,1.88,27.0,L,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20200819WONC0,20200819,WO,NC,0,T,0.0,1.0,161.0,40.0,36.0,7.0,1.0,0.0,1.0,4.0,0.0,0.0,7.0,4.0,3.0,0.75,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200820KTHH0,20200820,HH,KT,0,B,0.0,0.0,144.0,36.0,31.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,5.0,3.0,3.0,0.75,27.0,L,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20200820KTHH0,20200820,KT,HH,0,T,0.0,2.0,130.0,34.0,29.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20200820LGWO0,20200820,WO,LG,0,B,0.0,0.0,166.0,38.0,36.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,5.0,5.0,1.2,27.0,W,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
20200820LGWO0,20200820,LG,WO,0,T,0.0,1.0,149.0,39.0,31.0,8.0,2.0,0.0,0.0,6.0,0.0,1.0,6.0,6.0,6.0,2.33,24.0,L,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20200820LTOB0,20200820,OB,LT,0,B,0.0,0.0,167.0,44.0,36.0,11.0,2.0,1.0,1.0,7.0,1.0,0.0,7.0,6.0,6.0,1.39,27.0,L,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20200820LTOB0,20200820,LT,OB,0,T,0.0,0.0,169.0,43.0,40.0,14.0,4.0,0.0,0.0,3.0,0.0,0.0,10.0,5.0,5.0,0.82,27.0,W,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20200820NCHT0,20200820,HT,NC,0,B,0.0,0.0,170.0,51.0,45.0,21.0,3.0,0.0,1.0,3.0,0.0,0.0,6.0,14.0,14.0,3.3,27.0,L,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
20200820NCHT0,20200820,NC,HT,0,T,0.0,0.0,147.0,39.0,33.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,10.0,2.0,1.0,3.0,27.0,W,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20200820SSSK0,20200820,SK,SS,0,B,0.0,0.0,167.0,42.0,35.0,9.0,2.0,0.0,0.0,6.0,0.0,0.0,9.0,8.0,5.0,5.25,27.0,L,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20200820SSSK0,20200820,SS,SK,0,T,0.0,0.0,145.0,40.0,35.0,11.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,3.0,3.0,0.67,27.0,W,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
20200821KTHH0,20200821,HH,KT,0,B,0.0,0.0,156.0,35.0,30.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,12.0,1.0,1.0,1.0,27.0,W,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
