YEAR,PCT,HH,HT,KT,LG,LT,NC,OB,SK,SS,WO
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.4583333333333333,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.4166666666666667,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.4166666666666667,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.4583333333333333,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.7083333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5,0,0,0,0,0,0,0,0,0,1
2016,0.7083333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.7083333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.625,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5416666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.6666666666666666,0,0,0,0,0,0,0,0,0,1
2016,0.5833333333333334,0,0,0,0,0,0,0,0,0,1
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.4583333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5416666666666666,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5416666666666666,0,0,0,0,1,0,0,0,0,0
2016,0.3333333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5833333333333334,0,0,0,0,1,0,0,0,0,0
2016,0.2916666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.625,0,0,0,0,1,0,0,0,0,0
2016,0.2916666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.625,0,0,0,0,1,0,0,0,0,0
2016,0.3333333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.625,0,0,0,0,1,0,0,0,0,0
2016,0.2916666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.625,0,0,0,0,1,0,0,0,0,0
2016,0.2916666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5833333333333334,0,0,0,0,1,0,0,0,0,0
2016,0.2916666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.5833333333333334,0,0,0,0,1,0,0,0,0,0
2016,0.3333333333333333,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.5416666666666666,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.5416666666666666,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.4166666666666667,0,0,0,0,1,0,0,0,0,0
2016,0.5416666666666666,0,0,0,0,1,0,0,0,0,0
2016,0.375,0,0,0,0,1,0,0,0,0,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.3333333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.43478260869565216,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.2916666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.43478260869565216,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.2916666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.4782608695652174,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.25,0,0,0,0,0,0,0,0,1,0
2016,0.4782608695652174,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.2916666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.4782608695652174,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.3333333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.43478260869565216,0,0,0,0,0,0,0,0,1,0
2016,0.4583333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.3333333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.43478260869565216,0,0,0,0,0,0,0,0,1,0
2016,0.4583333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.3043478260869565,0,0,0,0,0,0,0,0,1,0
2016,0.4583333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.4583333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.3043478260869565,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.4166666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.4166666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.4166666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.3043478260869565,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.4583333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.2608695652173913,0,0,0,0,0,0,0,0,1,0
2016,0.5833333333333334,0,0,0,0,0,0,0,0,1,0
2016,0.4166666666666667,0,0,0,0,0,0,0,0,1,0
2016,0.3043478260869565,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.3478260869565217,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.39130434782608703,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.3333333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.39130434782608703,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.39130434782608703,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.375,0,0,0,0,0,0,0,0,1,0
2016,0.39130434782608703,0,0,0,0,0,0,0,0,1,0
2016,0.5416666666666666,0,0,0,0,0,0,0,0,1,0
2016,0.3333333333333333,0,0,0,0,0,0,0,0,1,0
2016,0.43478260869565216,0,0,0,0,0,0,0,0,1,0
2016,0.5,0,0,0,0,0,0,0,0,1,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.4166666666666667,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.375,0,0,0,0,0,0,1,0,0,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.375,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.375,0,0,0,0,0,0,1,0,0,0
2016,0.7916666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.4166666666666667,0,0,0,0,0,0,1,0,0,0
2016,0.7916666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.375,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.4166666666666667,0,0,0,0,0,0,1,0,0,0
2016,0.7916666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.4166666666666667,0,0,0,0,0,0,1,0,0,0
2016,0.7916666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.5416666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.5416666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.5,0,0,0,0,0,0,1,0,0,0
2016,0.5416666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.75,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.5833333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.7083333333333334,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.4166666666666667,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2016,0.625,0,0,0,0,0,0,1,0,0,0
2016,0.4583333333333333,0,0,0,0,0,0,1,0,0,0
2016,0.6666666666666666,0,0,0,0,0,0,1,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.6521739130434783,0,0,0,1,0,0,0,0,0,0
2017,0.3043478260869565,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.5217391304347826,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.6666666666666666,0,0,0,1,0,0,0,0,0,0
2017,0.4166666666666667,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.625,0,0,0,1,0,0,0,0,0,0
2017,0.3333333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.5833333333333334,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.5416666666666666,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.5217391304347826,0,0,0,1,0,0,0,0,0,0
2017,0.5416666666666666,0,0,0,1,0,0,0,0,0,0
2017,0.375,0,0,0,1,0,0,0,0,0,0
2017,0.5217391304347826,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.4166666666666667,0,0,0,1,0,0,0,0,0,0
2017,0.5217391304347826,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.4782608695652174,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.5217391304347826,0,0,0,1,0,0,0,0,0,0
2017,0.43478260869565216,0,0,0,1,0,0,0,0,0,0
2017,0.4583333333333333,0,0,0,1,0,0,0,0,0,0
2017,0.5652173913043478,0,0,0,1,0,0,0,0,0,0
2017,0.39130434782608703,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.5652173913043478,0,0,0,1,0,0,0,0,0,0
2017,0.39130434782608703,0,0,0,1,0,0,0,0,0,0
2017,0.5,0,0,0,1,0,0,0,0,0,0
2017,0.6086956521739131,0,0,0,1,0,0,0,0,0,0
2017,0.3478260869565217,0,0,0,1,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.5416666666666666,1,0,0,0,0,0,0,0,0,0
2017,0.4166666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4583333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.43478260869565216,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.4583333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.43478260869565216,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4166666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4583333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.25,1,0,0,0,0,0,0,0,0,0
2017,0.4166666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.25,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.5217391304347826,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.5217391304347826,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.4166666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.2916666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.4782608695652174,1,0,0,0,0,0,0,0,0,0
2017,0.4166666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.3333333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.43478260869565216,1,0,0,0,0,0,0,0,0,0
2017,0.4583333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.375,1,0,0,0,0,0,0,0,0,0
2017,0.39130434782608703,1,0,0,0,0,0,0,0,0,0
2017,0.5,1,0,0,0,0,0,0,0,0,0
2017,0.4166666666666667,1,0,0,0,0,0,0,0,0,0
2017,0.3478260869565217,1,0,0,0,0,0,0,0,0,0
2017,0.5416666666666666,1,0,0,0,0,0,0,0,0,0
2017,0.4583333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.3043478260869565,1,0,0,0,0,0,0,0,0,0
2017,0.5416666666666666,1,0,0,0,0,0,0,0,0,0
2017,0.4583333333333333,1,0,0,0,0,0,0,0,0,0
2017,0.3043478260869565,1,0,0,0,0,0,0,0,0,0
2017,0.5416666666666666,1,0,0,0,0,0,0,0,0,0
2017,0.5,1,0,0,0,0,0,0,0,0,0
2017,0.3043478260869565,1,0,0,0,0,0,0,0,0,0
2017,0.5416666666666666,1,0,0,0,0,0,0,0,0,0
2017,0.5,1,0,0,0,0,0,0,0,0,0
2017,0.3478260869565217,1,0,0,0,0,0,0,0,0,0
2017,0.5,1,0,0,0,0,0,0,0,0,0
2017,0.5,1,0,0,0,0,0,0,0,0,0
2017,0.3478260869565217,1,0,0,0,0,0,0,0,0,0
2017,0.5416666666666666,1,0,0,0,0,0,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.625,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.4583333333333333,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.6666666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5,0,0,0,0,0,1,0,0,0,0
2017,0.7083333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5,0,0,0,0,0,1,0,0,0,0
2017,0.4583333333333333,0,0,0,0,0,1,0,0,0,0
2017,0.75,0,0,0,0,0,1,0,0,0,0
2017,0.5,0,0,0,0,0,1,0,0,0,0
2017,0.5,0,0,0,0,0,1,0,0,0,0
2017,0.7083333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.6666666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.625,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5833333333333334,0,0,0,0,0,1,0,0,0,0
2017,0.5416666666666666,0,0,0,0,0,1,0,0,0,0
